[INFO]	2022-03-03 14:59:44.605	App	Start service
[INFO]	2022-03-03 14:59:44.744	ControlNet	Application up on port 8090
[DEBUG]	2022-03-03 14:59:52.214	WebFile	User reguest file:/index.html
[DEBUG]	2022-03-03 14:59:52.329	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\index.html
[DEBUG]	2022-03-03 14:59:52.668	WebFile	User reguest file:/indexweb.js
[DEBUG]	2022-03-03 14:59:52.671	WebFile	User reguest file:/netSession/netdata.js
[DEBUG]	2022-03-03 14:59:52.669	WebFile	User reguest file:/libraries/p5.min.js
[DEBUG]	2022-03-03 14:59:52.675	WebFile	User reguest file:/netSession/mycookie.js
[DEBUG]	2022-03-03 14:59:52.674	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\netdata.js
[DEBUG]	2022-03-03 14:59:52.672	WebFile	User reguest file:/netSession/netformat.js
[DEBUG]	2022-03-03 14:59:52.672	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\indexweb.js
[DEBUG]	2022-03-03 14:59:52.681	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\netformat.js
[DEBUG]	2022-03-03 14:59:52.679	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\mycookie.js
[DEBUG]	2022-03-03 14:59:52.677	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\libraries\p5.min.js
[DEBUG]	2022-03-03 14:59:52.739	WebFile	User reguest file:/control/ServerStatus.js
[DEBUG]	2022-03-03 14:59:52.741	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\control\ServerStatus.js
[DEBUG]	2022-03-03 14:59:52.780	WebFile	User reguest file:/dsp/indexlayer/Display.js
[DEBUG]	2022-03-03 14:59:52.780	WebFile	User reguest file:/dsp/indexlayer/UIClass.js
[DEBUG]	2022-03-03 14:59:52.780	WebFile	User reguest file:/dsp/indexlayer/Fon.js
[DEBUG]	2022-03-03 14:59:52.783	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\indexlayer\UIClass.js
[DEBUG]	2022-03-03 14:59:52.782	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\indexlayer\Display.js
[DEBUG]	2022-03-03 14:59:52.784	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\indexlayer\Fon.js
[DEBUG]	2022-03-03 14:59:53.235	WebFile	User reguest file:/favicon.ico
[DEBUG]	2022-03-03 14:59:53.239	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\favicon.ico
[DEBUG]	2022-03-03 14:59:53.365	ClientRepositoryHM	clear old Clients...
[DEBUG]	2022-03-03 14:59:54.607	ControlServer	Client ukyaqopwid ask server status...
[INFO]	2022-03-03 14:59:57.817	ControlClient	Add new client. ClientKey:dljqkhsxsw
[DEBUG]	2022-03-03 14:59:59.054	WebFile	User reguest file:/clientindex.html
[DEBUG]	2022-03-03 14:59:59.057	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\clientindex.html
[DEBUG]	2022-03-03 14:59:59.139	WebFile	User reguest file:/libraries/p5.min.js
[DEBUG]	2022-03-03 14:59:59.145	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\libraries\p5.min.js
[DEBUG]	2022-03-03 14:59:59.148	WebFile	User reguest file:/clientweb.js
[DEBUG]	2022-03-03 14:59:59.147	WebFile	User reguest file:/libraries/myEntities.js
[DEBUG]	2022-03-03 14:59:59.150	WebFile	User reguest file:/netSession/netformat.js
[DEBUG]	2022-03-03 14:59:59.149	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\clientweb.js
[DEBUG]	2022-03-03 14:59:59.149	WebFile	User reguest file:/netSession/netdata.js
[DEBUG]	2022-03-03 14:59:59.155	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\netformat.js
[DEBUG]	2022-03-03 14:59:59.151	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\libraries\myEntities.js
[DEBUG]	2022-03-03 14:59:59.151	WebFile	User reguest file:/netSession/mycookie.js
[DEBUG]	2022-03-03 14:59:59.159	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\netdata.js
[DEBUG]	2022-03-03 14:59:59.166	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\netSession\mycookie.js
[DEBUG]	2022-03-03 14:59:59.173	WebFile	User reguest file:/control/ServerStatus.js
[DEBUG]	2022-03-03 14:59:59.174	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\control\ServerStatus.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/core/netsend.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/dsp/clientlayer/Fon.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/dsp/clientlayer/UIClass.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/core/optscene.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/dsp/clientlayer/clientUtil.js
[DEBUG]	2022-03-03 14:59:59.288	WebFile	User reguest file:/core/core.js
[DEBUG]	2022-03-03 14:59:59.294	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\clientlayer\clientUtil.js
[DEBUG]	2022-03-03 14:59:59.293	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\core\optscene.js
[DEBUG]	2022-03-03 14:59:59.293	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\clientlayer\UIClass.js
[DEBUG]	2022-03-03 14:59:59.291	WebFile	Send file to user: E:\698un\ITSTEP_collection\springTest\v2\myCalcJava\web\dsp\clientlayer\Fon.js
